launch_service_provider,mission,name,net,pad,rocket,status
Soviet Space Program,Sputnik 1,Sputnik 8K74PS | Sputnik 1,10/04/1957 7:28 p.m.,"1/5 | Baikonur Cosmodrome, Republic of Kazakhstan",Sputnik 8K74PS,Launch Successful
Soviet Space Program,Sputnik 2,Sputnik 8K74PS | Sputnik 2,11/03/1957 2:30 a.m.,"1/5 | Baikonur Cosmodrome, Republic of Kazakhstan",Sputnik 8K74PS,Launch Successful
US Navy,Vanguard,Vanguard | Vanguard,12/06/1957 4:44 p.m.,"Launch Complex 18A | Cape Canaveral, FL, USA",Vanguard,Launch Failure
Army Ballistic Missile Agency,Explorer 1,Juno-I | Explorer 1,02/01/1958 3:47 a.m.,"Launch Complex 26A | Cape Canaveral, FL, USA",Juno-I,Launch Successful
US Navy,Vanguard,Vanguard | Vanguard,02/05/1958 7:33 a.m.,"Launch Complex 18A | Cape Canaveral, FL, USA",Vanguard,Launch Failure
Army Ballistic Missile Agency,Explorer 2,Juno-I | Explorer 2,03/05/1958 6:27 p.m.,"Launch Complex 26A | Cape Canaveral, FL, USA",Juno-I,Launch Failure
US Navy,Vanguard,Vanguard | Vanguard,03/17/1958 12:15 p.m.,"Launch Complex 18A | Cape Canaveral, FL, USA",Vanguard,Launch Successful
Army Ballistic Missile Agency,Explorer 3,Juno-I | Explorer 3,03/26/1958 5:38 p.m.,"Launch Complex 26A | Cape Canaveral, FL, USA",Juno-I,Launch Successful
Soviet Space Program,D-1 1,Sputnik 8A91 | D-1 1,04/27/1958 7 a.m.,"1/5 | Baikonur Cosmodrome, Republic of Kazakhstan",Sputnik 8A91,Launch Failure
US Navy,Vanguard,Vanguard | Vanguard,04/29/1958 2:53 a.m.,"Launch Complex 18A | Cape Canaveral, FL, USA",Vanguard,Launch Failure
Soviet Space Program,D1- 2,Sputnik 8A91 | D1- 2,05/15/1958 7:12 a.m.,"1/5 | Baikonur Cosmodrome, Republic of Kazakhstan",Sputnik 8A91,Launch Successful
US Navy,Vanguard,Vanguard | Vanguard,05/28/1958 3:46 a.m.,"Launch Complex 18A | Cape Canaveral, FL, USA",Vanguard,Launch Failure
US Navy,Vanguard,Vanguard | Vanguard,06/26/1958 5 a.m.,"Launch Complex 18A | Cape Canaveral, FL, USA",Vanguard,Launch Failure
US Navy,NOTS 1,Project Pilot | NOTS 1,07/25/1958 midnight,Naval Air Weapons Station China Lake | Air launch to Suborbital flight,Project Pilot,Launch Failure
Army Ballistic Missile Agency,Explorer 4,Juno-I | Explorer 4,07/26/1958 3 p.m.,"Launch Complex 5 | Cape Canaveral, FL, USA",Juno-I,Launch Successful
US Navy,NOTS 2,Project Pilot | NOTS 2,08/12/1958 midnight,Naval Air Weapons Station China Lake | Air launch to Suborbital flight,Project Pilot,Launch Failure
Army Ballistic Missile Agency,Able I (Pioneer),Thor Able I | Able I (Pioneer),08/17/1958 12:18 p.m.,"Space Launch Complex 17A | Cape Canaveral, FL, USA",Thor Able I,Launch Failure
US Navy,NOTS 3,Project Pilot | NOTS 3,08/22/1958 midnight,Naval Air Weapons Station China Lake | Air launch to Suborbital flight,Project Pilot,Launch Failure
Army Ballistic Missile Agency,Explorer 5,Juno-I | Explorer 5,08/24/1958 6:17 a.m.,"Launch Complex 5 | Cape Canaveral, FL, USA",Juno-I,Launch Failure
US Navy,NOTS 4,Project Pilot | NOTS 4,08/25/1958 midnight,Naval Air Weapons Station China Lake | Air launch to Suborbital flight,Project Pilot,Launch Failure
US Navy,NOTS 5,Project Pilot | NOTS 5,08/26/1958 midnight,Naval Air Weapons Station China Lake | Air launch to Suborbital flight,Project Pilot,Launch Failure
US Navy,NOTS 6,Project Pilot | NOTS 6,08/28/1958 midnight,Naval Air Weapons Station China Lake | Air launch to Suborbital flight,Project Pilot,Launch Failure
Soviet Space Program,Luna-1a,Vostok-L 8K72 | Luna-1a,09/23/1958 7:40 a.m.,"1/5 | Baikonur Cosmodrome, Republic of Kazakhstan",Vostok-L 8K72,Launch Failure
US Navy,Vanguard,Vanguard | Vanguard,09/26/1958 3:38 p.m.,"Launch Complex 18A | Cape Canaveral, FL, USA",Vanguard,Launch Failure
Army Ballistic Missile Agency,Pioneer 1,Thor Able I | Pioneer 1,10/11/1958 8:42 a.m.,"Space Launch Complex 17A | Cape Canaveral, FL, USA",Thor Able I,Launch Successful
Soviet Space Program,Luna-1b,Vostok-L 8K72 | Luna-1b,10/11/1958 9:41 p.m.,"1/5 | Baikonur Cosmodrome, Republic of Kazakhstan",Vostok-L 8K72,Launch Failure
Army Ballistic Missile Agency,Beacon,Juno-I | Beacon,10/23/1958 3:21 a.m.,"Launch Complex 5 | Cape Canaveral, FL, USA",Juno-I,Launch Failure
Army Ballistic Missile Agency,Pioneer 2,Thor Able I | Pioneer 2,11/08/1958 7:30 a.m.,"Space Launch Complex 17A | Cape Canaveral, FL, USA",Thor Able I,Launch Failure
Soviet Space Program,Luna-1c,Vostok-L 8K72 | Luna-1c,12/04/1958 6:18 p.m.,"1/5 | Baikonur Cosmodrome, Republic of Kazakhstan",Vostok-L 8K72,Launch Failure
National Aeronautics and Space Administration,Pioneer 3,Juno II | Pioneer 3,12/06/1958 5:44 a.m.,"Launch Complex 5 | Cape Canaveral, FL, USA",Juno II,Launch Successful
US Army,SCORE,Atlas B | SCORE,12/18/1958 11:02 p.m.,"Launch Complex 11 | Cape Canaveral, FL, USA",Atlas B,Launch Successful
Soviet Space Program,Luna-1,Vostok-L 8K72 | Luna-1,01/02/1959 4:41 p.m.,"1/5 | Baikonur Cosmodrome, Republic of Kazakhstan",Vostok-L 8K72,Launch Successful
US Navy,Vanguard II,Vanguard | Vanguard II,02/17/1959 3:55 p.m.,"Launch Complex 18A | Cape Canaveral, FL, USA",Vanguard,Launch Successful
United States Air Force,Discoverer 1,Thor Agena A | Discoverer 1,02/28/1959 9:49 p.m.,"Space Launch Complex 1W | Vandenberg SFB, CA, USA",Thor Agena A,Launch Failure
National Aeronautics and Space Administration,Pioneer 4,Juno II | Pioneer 4,03/03/1959 5:10 a.m.,"Launch Complex 5 | Cape Canaveral, FL, USA",Juno II,Launch Successful
United States Air Force,Discoverer 2,Thor Agena A | Discoverer 2,04/13/1959 9:18 p.m.,"Space Launch Complex 1W | Vandenberg SFB, CA, USA",Thor Agena A,Launch Successful
US Navy,Vanguard,Vanguard | Vanguard,04/14/1959 2:49 a.m.,"Launch Complex 18A | Cape Canaveral, FL, USA",Vanguard,Launch Failure
United States Air Force,Discoverer 3,Thor Agena A | Discoverer 3,06/03/1959 8:09 p.m.,"Space Launch Complex 1W | Vandenberg SFB, CA, USA",Thor Agena A,Launch Failure
Soviet Space Program,Luna-2a,Vostok-L 8K72 | Luna-2a,06/18/1959 8:08 a.m.,"1/5 | Baikonur Cosmodrome, Republic of Kazakhstan",Vostok-L 8K72,Launch Failure
US Navy,Vanguard,Vanguard | Vanguard,06/22/1959 8:16 p.m.,"Launch Complex 18A | Cape Canaveral, FL, USA",Vanguard,Launch Failure
United States Air Force,Discoverer 4,Thor Agena A | Discoverer 4,06/25/1959 10:47 p.m.,"Space Launch Complex 1E | Vandenberg SFB, CA, USA",Thor Agena A,Launch Failure
National Aeronautics and Space Administration,NASA S-1,Juno II | NASA S-1,07/16/1959 5:37 p.m.,"Launch Complex 5 | Cape Canaveral, FL, USA",Juno II,Launch Failure
United States Air Force,Explorer 6,Thor Able III | Explorer 6,08/07/1959 2:24 p.m.,"Space Launch Complex 17A | Cape Canaveral, FL, USA",Thor Able III,Launch Successful
United States Air Force,Discoverer 5,Thor Agena A | Discoverer 5,08/13/1959 7 p.m.,"Space Launch Complex 1W | Vandenberg SFB, CA, USA",Thor Agena A,Launch Successful
National Aeronautics and Space Administration,Beacon,Juno II | Beacon,08/15/1959 12:31 a.m.,"Launch Complex 26B | Cape Canaveral, FL, USA",Juno II,Launch Failure
United States Air Force,Discoverer 6,Thor Agena A | Discoverer 6,08/19/1959 7:24 p.m.,"Space Launch Complex 1E | Vandenberg SFB, CA, USA",Thor Agena A,Launch Successful
National Aeronautics and Space Administration,LJ-1,Little Joe | LJ-1,08/21/1959 noon,"Launch Area 1 | Wallops Island, Virginia, USA",Little Joe,Launch Failure
National Aeronautics and Space Administration,Big Joe 1,Atlas LV-3B | Big Joe 1,09/09/1959 8:19 a.m.,"Space Launch Complex 14 | Cape Canaveral, FL, USA",Atlas LV-3B,Launch was a Partial Failure
Soviet Space Program,Luna-2,Vostok-L 8K72 | Luna-2,09/12/1959 6:39 a.m.,"1/5 | Baikonur Cosmodrome, Republic of Kazakhstan",Vostok-L 8K72,Launch Successful
United States Air Force,Transit 1A,Thor Able II | Transit 1A,09/17/1959 2:34 p.m.,"Space Launch Complex 17A | Cape Canaveral, FL, USA",Thor Able II,Launch Failure
US Navy,Vanguard III,Vanguard | Vanguard III,09/18/1959 5:20 a.m.,"Launch Complex 18A | Cape Canaveral, FL, USA",Vanguard,Launch Successful
Soviet Space Program,Luna-3,Vostok-L 8K72 | Luna-3,10/04/1959 12:43 a.m.,"1/5 | Baikonur Cosmodrome, Republic of Kazakhstan",Vostok-L 8K72,Launch Successful
National Aeronautics and Space Administration,LJ-6,Little Joe | LJ-6,10/04/1959 10 a.m.,"Launch Area 1 | Wallops Island, Virginia, USA",Little Joe,Launch was a Partial Failure
National Aeronautics and Space Administration,Explorer 7,Juno II | Explorer 7,10/13/1959 3:30 p.m.,"Launch Complex 5 | Cape Canaveral, FL, USA",Juno II,Launch Successful
National Aeronautics and Space Administration,LJ-1A,Little Joe | LJ-1A,11/04/1959 2:30 p.m.,"Launch Area 1 | Wallops Island, Virginia, USA",Little Joe,Launch was a Partial Failure
United States Air Force,Discoverer 7,Thor Agena A | Discoverer 7,11/07/1959 8:28 p.m.,"Space Launch Complex 1W | Vandenberg SFB, CA, USA",Thor Agena A,Launch Successful
United States Air Force,Discoverer 8,Thor Agena A | Discoverer 8,11/20/1959 7:25 p.m.,"Space Launch Complex 1E | Vandenberg SFB, CA, USA",Thor Agena A,Launch Successful
United States Air Force,P-3,Atlas-Able | P-3,11/26/1959 7:26 a.m.,"Space Launch Complex 14 | Cape Canaveral, FL, USA",Atlas-Able,Launch Failure
National Aeronautics and Space Administration,LJ-2,Little Joe | LJ-2,12/04/1959 4:20 p.m.,"Launch Area 1 | Wallops Island, Virginia, USA",Little Joe,Launch Successful
National Aeronautics and Space Administration,LJ-1B,Little Joe | LJ-1B,01/21/1960 2:23 p.m.,"Launch Area 1 | Wallops Island, Virginia, USA",Little Joe,Launch Successful
United States Air Force,Discoverer 9,Thor Agena A | Discoverer 9,02/04/1960 6:51 p.m.,"Space Launch Complex 1W | Vandenberg SFB, CA, USA",Thor Agena A,Launch Failure
United States Air Force,Discoverer 10,Thor Agena A | Discoverer 10,02/19/1960 8:15 p.m.,"Space Launch Complex 1E | Vandenberg SFB, CA, USA",Thor Agena A,Launch Failure
United States Air Force,Midas 1,Atlas Agena A | Midas 1,02/26/1960 5:25 p.m.,"Space Launch Complex 14 | Cape Canaveral, FL, USA",Atlas Agena A,Launch Failure
United States Air Force,Pioneer V,Thor Able IV | Pioneer V,03/11/1960 1 p.m.,"Space Launch Complex 17A | Cape Canaveral, FL, USA",Thor Able IV,Launch Successful
National Aeronautics and Space Administration,NASA S-46,Juno II | NASA S-46,03/23/1960 1:35 p.m.,"Launch Complex 26B | Cape Canaveral, FL, USA",Juno II,Launch Failure
United States Air Force,Tiros 1,Thor Able II | Tiros 1,04/01/1960 11:40 a.m.,"Space Launch Complex 17A | Cape Canaveral, FL, USA",Thor Able II,Launch Successful
United States Air Force,Transit 1B,Thor DM-21 Ablestar | Transit 1B,04/13/1960 12:02 p.m.,"Space Launch Complex 17B | Cape Canaveral, FL, USA",Thor DM-21 Ablestar,Launch Successful
Soviet Space Program,Luna-4a,Vostok-L 8K72 | Luna-4a,04/15/1960 3:06 p.m.,"1/5 | Baikonur Cosmodrome, Republic of Kazakhstan",Vostok-L 8K72,Launch Failure
United States Air Force,Discoverer 11,Thor Agena A | Discoverer 11,04/15/1960 8:30 p.m.,"Space Launch Complex 1E | Vandenberg SFB, CA, USA",Thor Agena A,Launch Successful
Soviet Space Program,Luna-4b,Vostok-L 8K72 | Luna-4b,04/16/1960 4:07 p.m.,"1/5 | Baikonur Cosmodrome, Republic of Kazakhstan",Vostok-L 8K72,Launch Failure
United States Air Force,Echo,Thor Delta | Echo,05/13/1960 9:16 a.m.,"Space Launch Complex 17A | Cape Canaveral, FL, USA",Thor Delta,Launch Failure
Soviet Space Program,Korabl'-Sputnik-1,Vostok 8K72 | Korabl'-Sputnik-1,05/15/1960 midnight,"1/5 | Baikonur Cosmodrome, Republic of Kazakhstan",Vostok 8K72,Launch Successful
United States Air Force,Midas 2,Atlas Agena A | Midas 2,05/24/1960 5:36 p.m.,"Space Launch Complex 14 | Cape Canaveral, FL, USA",Atlas Agena A,Launch Successful
United States Air Force,Transit 2A,Thor DM-21 Ablestar | Transit 2A,06/22/1960 5:54 a.m.,"Space Launch Complex 17B | Cape Canaveral, FL, USA",Thor DM-21 Ablestar,Launch Successful
United States Air Force,Discoverer 12,Thor Agena A | Discoverer 12,06/29/1960 10 p.m.,"Space Launch Complex 1W | Vandenberg SFB, CA, USA",Thor Agena A,Launch Failure
Soviet Space Program,Korabl-Sputnik (2),Vostok 8K72 | Korabl-Sputnik (2),07/28/1960 9:31 a.m.,"1/5 | Baikonur Cosmodrome, Republic of Kazakhstan",Vostok 8K72,Launch Failure
National Aeronautics and Space Administration,Mercury-Atlas 1,Atlas LV-3B | Mercury-Atlas 1,07/29/1960 1:13 p.m.,"Space Launch Complex 14 | Cape Canaveral, FL, USA",Atlas LV-3B,Launch Failure
United States Air Force,Discoverer 13,Thor Agena A | Discoverer 13,08/10/1960 8:37 p.m.,"Space Launch Complex 1E | Vandenberg SFB, CA, USA",Thor Agena A,Launch Successful
United States Air Force,Echo 1,Thor Delta | Echo 1,08/12/1960 9:39 a.m.,"Space Launch Complex 17A | Cape Canaveral, FL, USA",Thor Delta,Launch Successful
United States Air Force,Discoverer 14,Thor Agena A | Discoverer 14,08/18/1960 7:57 p.m.,"Space Launch Complex 1W | Vandenberg SFB, CA, USA",Thor Agena A,Launch Successful
United States Air Force,Courier 1A,Thor DM-21 Ablestar | Courier 1A,08/18/1960 7:58 p.m.,"Space Launch Complex 17B | Cape Canaveral, FL, USA",Thor DM-21 Ablestar,Launch Failure
Soviet Space Program,Korabl'-Sputnik-2,Vostok 8K72 | Korabl'-Sputnik-2,08/19/1960 8:44 a.m.,"1/5 | Baikonur Cosmodrome, Republic of Kazakhstan",Vostok 8K72,Launch Successful
United States Air Force,Discoverer 15,Thor Agena A | Discoverer 15,09/13/1960 10:13 p.m.,"Space Launch Complex 1E | Vandenberg SFB, CA, USA",Thor Agena A,Launch Successful
United States Air Force,Blue Scout D-1,Blue Scout Jr | Blue Scout D-1,09/21/1960 1:01 p.m.,"Launch Complex 18A | Cape Canaveral, FL, USA",Blue Scout Jr,Launch Successful
United States Air Force,P-30 (Able VA),Atlas-Able | P-30 (Able VA),09/25/1960 3:13 p.m.,"Launch Complex 12 | Cape Canaveral, FL, USA",Atlas-Able,Launch Failure
National Aeronautics and Space Administration,ST-2,Scout X-1 | ST-2,10/04/1960 3:23 p.m.,"Launch Area 3 | Wallops Island, Virginia, USA",Scout X-1,Launch Successful
United States Air Force,Courier 1B,Thor DM-21 Ablestar | Courier 1B,10/04/1960 5:50 p.m.,"Space Launch Complex 17B | Cape Canaveral, FL, USA",Thor DM-21 Ablestar,Launch Successful
Soviet Space Program,Mars-1a,Molniya 8K78 | Mars-1a,10/10/1960 2:27 p.m.,"1/5 | Baikonur Cosmodrome, Republic of Kazakhstan",Molniya 8K78,Launch Failure
United States Air Force,Samos 1,Atlas Agena A | Samos 1,10/11/1960 8:33 p.m.,"Space Launch Complex 3W | Vandenberg SFB, CA, USA",Atlas Agena A,Launch Failure
Soviet Space Program,Mars-1b,Molniya 8K78 | Mars-1b,10/14/1960 1:51 p.m.,"1/5 | Baikonur Cosmodrome, Republic of Kazakhstan",Molniya 8K78,Launch Failure
United States Air Force,Discoverer 16,Thor DM-21 Agena-B | Discoverer 16,10/26/1960 8:26 p.m.,"Space Launch Complex 1W | Vandenberg SFB, CA, USA",Thor DM-21 Agena-B,Launch Failure
National Aeronautics and Space Administration,Explorer 8,Juno II | Explorer 8,11/03/1960 5:23 a.m.,"Launch Complex 26B | Cape Canaveral, FL, USA",Juno II,Launch Successful
National Aeronautics and Space Administration,LJ-5,Little Joe | LJ-5,11/08/1960 3:18 p.m.,"Launch Area 1 | Wallops Island, Virginia, USA",Little Joe,Launch Failure
United States Air Force,Discoverer 17,Thor DM-21 Agena-B | Discoverer 17,11/12/1960 8:42 p.m.,"Space Launch Complex 1E | Vandenberg SFB, CA, USA",Thor DM-21 Agena-B,Launch Successful
National Aeronautics and Space Administration,Mercury-Redstone 1,Redstone MRLV | Mercury-Redstone 1,11/21/1960 2 p.m.,"Launch Complex 5 | Cape Canaveral, FL, USA",Redstone,Launch Failure
United States Air Force,Tiros 2,Thor Delta | Tiros 2,11/23/1960 11:13 a.m.,"Space Launch Complex 17A | Cape Canaveral, FL, USA",Thor Delta,Launch Successful
United States Air Force,Transit 3A,Thor DM-21 Ablestar | Transit 3A,11/30/1960 7:50 p.m.,"Space Launch Complex 17B | Cape Canaveral, FL, USA",Thor DM-21 Ablestar,Launch Failure
Soviet Space Program,Korabl'-Sputnik-3,Vostok 8K72 | Korabl'-Sputnik-3,12/01/1960 7:30 a.m.,"1/5 | Baikonur Cosmodrome, Republic of Kazakhstan",Vostok 8K72,Launch Successful
National Aeronautics and Space Administration,NASA S-56,Scout X-1 | NASA S-56,12/04/1960 9:14 p.m.,"Launch Area 3 | Wallops Island, Virginia, USA",Scout X-1,Launch Failure
United States Air Force,Discoverer 18,Thor DM-21 Agena-B | Discoverer 18,12/07/1960 8:20 p.m.,"Space Launch Complex 1W | Vandenberg SFB, CA, USA",Thor DM-21 Agena-B,Launch Successful
United States Air Force,P-31,Atlas-Able | P-31,12/15/1960 9:10 a.m.,"Launch Complex 12 | Cape Canaveral, FL, USA",Atlas-Able,Launch Failure
National Aeronautics and Space Administration,Mercury-Redstone 1A,Redstone MRLV | Mercury-Redstone 1A,12/19/1960 4:15 p.m.,"Launch Complex 5 | Cape Canaveral, FL, USA",Redstone,Launch Successful
United States Air Force,Discoverer 19,Thor DM-21 Agena-B | Discoverer 19,12/20/1960 8:32 p.m.,"Space Launch Complex 1E | Vandenberg SFB, CA, USA",Thor DM-21 Agena-B,Launch Successful
Soviet Space Program,Korabl-Sputnik (4),Vostok | Korabl-Sputnik (4),12/22/1960 7:45 a.m.,"1/5 | Baikonur Cosmodrome, Republic of Kazakhstan",Vostok,Launch Failure
National Aeronautics and Space Administration,Mercury-Redstone 2,Redstone MRLV | Mercury-Redstone 2,01/31/1961 4:55 p.m.,"Launch Complex 5 | Cape Canaveral, FL, USA",Redstone,Launch Successful
United States Air Force,—,Atlas LV-3A | Samos 2,01/31/1961 8:21 p.m.,"Space Launch Complex 3W | Vandenberg SFB, CA, USA",Atlas Agena B,Launch Successful
Soviet Space Program,—,Molniya 8K78 | Venera-1VA 1,02/04/1961 1:18 a.m.,"1/5 | Baikonur Cosmodrome, Republic of Kazakhstan",Molniya 8K78,Launch Failure
Soviet Space Program,—,Molniya 8K78 | Venera-1VA 2,02/12/1961 12:43 a.m.,"1/5 | Baikonur Cosmodrome, Republic of Kazakhstan",Molniya 8K78,Launch Successful
National Aeronautics and Space Administration,—,Scout X-1 | Explorer 9,02/16/1961 1:05 p.m.,"Launch Area 3 | Wallops Island, Virginia, USA",Scout X-1,Launch Successful
United States Air Force,KH-5 1,Thor DM-21 Agena-B | KH-5 1,02/17/1961 8:25 p.m.,"Space Launch Complex 1W | Vandenberg SFB, CA, USA",Thor DM-21 Agena-B,Launch Successful
United States Air Force,—,Thor DM-21 Agena-B | Discoverer 21 (MIDAS RM-2),02/18/1961 10:57 p.m.,"Space Launch Complex 1E | Vandenberg SFB, CA, USA",Thor DM-21 Agena-B,Launch Successful
National Aeronautics and Space Administration,Mercury-Atlas 2,Atlas LV-3B | Mercury-Atlas 2,02/21/1961 2:10 p.m.,"Space Launch Complex 14 | Cape Canaveral, FL, USA",Atlas LV-3B,Launch Successful
United States Air Force,—,Thor DM-21 Ablestar | Transit 3B & LOFTI-1,02/22/1961 3:45 a.m.,"Space Launch Complex 17B | Cape Canaveral, FL, USA",Thor DM-21 Ablestar,Launch was a Partial Failure
Army Ballistic Missile Agency,—,Juno II | S-45,02/25/1961 12:13 a.m.,"Launch Complex 26B | Cape Canaveral, FL, USA",Juno II,Launch Failure
Soviet Space Program,—,Vostok-K | Sputnik 9,03/09/1961 6:29 a.m.,"1/5 | Baikonur Cosmodrome, Republic of Kazakhstan",Vostok,Launch Successful
National Aeronautics and Space Administration,LJ-5A,Little Joe | LJ-5A,03/18/1961 4:49 p.m.,"Launch Area 1 | Wallops Island, Virginia, USA",Little Joe,Launch was a Partial Failure
National Aeronautics and Space Administration,Mercury-Redstone BD,Redstone MRLV | Mercury-Redstone BD,03/24/1961 5:30 p.m.,"Launch Complex 5 | Cape Canaveral, FL, USA",Redstone,Launch Successful
Soviet Space Program,—,Vostok-K | Sputnik 10,03/25/1961 5:54 a.m.,"1/5 | Baikonur Cosmodrome, Republic of Kazakhstan",Vostok,Launch Successful
United States Air Force,—,Delta DM-19 | Explorer 10,03/25/1961 3:17 p.m.,"Space Launch Complex 17A | Cape Canaveral, FL, USA",Delta DM-19,Launch Successful
United States Air Force,—,Thor DM-21 Agena-B | Discoverer 22,03/30/1961 8:34 p.m.,"Space Launch Complex 1W | Vandenberg SFB, CA, USA",Thor DM-21 Agena-B,Launch Failure
United States Air Force,KH-5 2,Thor DM-21 Agena-B | KH-5 2,04/08/1961 7:21 p.m.,"Space Launch Complex 1E | Vandenberg SFB, CA, USA",Thor DM-21 Agena-B,Launch Successful
Soviet Space Program,Vostok 1,Vostok-K | Vostok 1,04/12/1961 6:07 a.m.,"1/5 | Baikonur Cosmodrome, Republic of Kazakhstan",Vostok,Launch Successful
National Aeronautics and Space Administration,Trailblazer 1g,Trailblazer 1 | Trailblazer 1g,04/21/1961 5:56 a.m.,"Unknown Pad | Wallops Island, Virginia, USA",Trailblazer 1,Launch Successful
National Aeronautics and Space Administration,Mercury-Atlas 3,Atlas LV-3B | Mercury-Atlas 3,04/25/1961 4:15 p.m.,"Space Launch Complex 14 | Cape Canaveral, FL, USA",Atlas LV-3B,Launch Failure
Army Ballistic Missile Agency,—,Juno II | Explorer 11,04/27/1961 2:16 p.m.,"Launch Complex 26B | Cape Canaveral, FL, USA",Juno II,Launch Successful
National Aeronautics and Space Administration,LJ-5B,Little Joe | LJ-5B,04/28/1961 2:03 p.m.,"Launch Area 4 | Wallops Island, Virginia, USA",Little Joe,Launch Successful
National Aeronautics and Space Administration,Mercury-Redstone 3,Redstone MRLV | Mercury-Redstone 3,05/05/1961 2:34 p.m.,"Launch Complex 5 | Cape Canaveral, FL, USA",Redstone,Launch Successful
Army Ballistic Missile Agency,—,Juno II | S-45A,05/24/1961 7:48 p.m.,"Launch Complex 26B | Cape Canaveral, FL, USA",Juno II,Launch Failure
United States Air Force,KH-5 3,Thor DM-21 Agena-B | KH-5 3,06/08/1961 9:16 p.m.,"Space Launch Complex 1W | Vandenberg SFB, CA, USA",Thor DM-21 Agena-B,Launch Failure
United States Air Force,—,Thor DM-21 Agena-B | Discoverer 25,06/16/1961 11:02 p.m.,"Space Launch Complex 2E | Vandenberg SFB, CA, USA",Thor DM-21 Agena-B,Launch Successful
United States Air Force,—,Thor DM-21 Ablestar | Transit 4A & Injun-1 & Solrad 3,06/29/1961 4:23 a.m.,"Space Launch Complex 17B | Cape Canaveral, FL, USA",Thor DM-21 Ablestar,Launch Successful
National Aeronautics and Space Administration,—,Scout X-1 | S-55,06/30/1961 5:09 p.m.,"Launch Area 3 | Wallops Island, Virginia, USA",Scout X-1,Launch Failure
United States Air Force,—,Thor DM-21 Agena-B | Discoverer 26,07/07/1961 11:29 p.m.,"Space Launch Complex 1E | Vandenberg SFB, CA, USA",Thor DM-21 Agena-B,Launch Successful
United States Air Force,—,Delta DM-19 | Tiros-3,07/12/1961 10:25 a.m.,"Space Launch Complex 17A | Cape Canaveral, FL, USA",Delta DM-19,Launch Successful
United States Air Force,—,Atlas LV-3A | MIDAS 3,07/12/1961 3:11 p.m.,"Space Launch Complex 3E | Vandenberg SFB, CA, USA",Atlas Agena B,Launch Successful
National Aeronautics and Space Administration,Mercury-Redstone 4,Redstone MRLV | Mercury-Redstone 4,07/21/1961 12:20 p.m.,"Launch Complex 5 | Cape Canaveral, FL, USA",Redstone,Launch Successful
United States Air Force,KH-5 4,Thor DM-21 Agena-B | KH-5 4,07/21/1961 10:35 p.m.,"Space Launch Complex 1W | Vandenberg SFB, CA, USA",Thor DM-21 Agena-B,Launch Failure
United States Air Force,—,Thor DM-21 Agena-B | Discoverer 28,08/04/1961 12:01 a.m.,"Space Launch Complex 1W | Vandenberg SFB, CA, USA",Thor DM-21 Agena-B,Launch Failure
Soviet Space Program,Vostok 2,Vostok-K | Vostok 2,08/06/1961 6 a.m.,"1/5 | Baikonur Cosmodrome, Republic of Kazakhstan",Vostok,Launch Successful
United States Air Force,—,Delta DM-19 | Explorer 12,08/16/1961 3:21 a.m.,"Space Launch Complex 17A | Cape Canaveral, FL, USA",Delta DM-19,Launch Successful
United States Air Force,O-1,Blue Scout Jr | O-1,08/17/1961 2:29 p.m.,"Launch Complex 18A | Cape Canaveral, FL, USA",Blue Scout Jr,Launch Successful
United States Air Force,—,Atlas LV-3A | Ranger 1,08/23/1961 10:04 a.m.,"Launch Complex 12 | Cape Canaveral, FL, USA",Atlas Agena B,Launch was a Partial Failure
National Aeronautics and Space Administration,—,Scout X-1 | Explorer 13,08/25/1961 6:29 p.m.,"Launch Area 3 | Wallops Island, Virginia, USA",Scout X-1,Launch Failure
United States Air Force,—,Thor DM-21 Agena-B | Discoverer 29,08/30/1961 8 p.m.,"Space Launch Complex 1W | Vandenberg SFB, CA, USA",Thor DM-21 Agena-B,Launch Successful
United States Air Force,—,Atlas LV-3A | Samos 3,09/09/1961 7:28 p.m.,"Space Launch Complex 3W | Vandenberg SFB, CA, USA",Atlas Agena B,Launch Failure
United States Air Force,—,Thor DM-21 Agena-B | Discoverer 30,09/12/1961 7:59 p.m.,"Space Launch Complex 1E | Vandenberg SFB, CA, USA",Thor DM-21 Agena-B,Launch Successful
National Aeronautics and Space Administration,Mercury-Atlas 4,Atlas LV-3B | Mercury-Atlas 4,09/13/1961 2:04 p.m.,"Space Launch Complex 14 | Cape Canaveral, FL, USA",Atlas LV-3B,Launch Successful
United States Air Force,—,Thor DM-21 Agena-B | Discoverer 31,09/17/1961 9 p.m.,"Space Launch Complex 2E | Vandenberg SFB, CA, USA",Thor DM-21 Agena-B,Launch Successful
United States Air Force,—,Thor DM-21 Agena-B | Discoverer 32,10/13/1961 7:22 p.m.,"Space Launch Complex 1W | Vandenberg SFB, CA, USA",Thor DM-21 Agena-B,Launch Successful
National Aeronautics and Space Administration,P-21,Scout X-1 | P-21,10/19/1961 5:38 p.m.,"Launch Area 3 | Wallops Island, Virginia, USA",Scout X-1,Launch Successful
United States Air Force,—,Atlas LV-3A | MIDAS 4 & Westford-1,10/21/1961 1:53 p.m.,"Space Launch Complex 3E | Vandenberg SFB, CA, USA",Atlas Agena B,Launch Successful
United States Air Force,—,Thor DM-21 Agena-B | Discoverer 33,10/23/1961 7:23 p.m.,"Space Launch Complex 1E | Vandenberg SFB, CA, USA",Thor DM-21 Agena-B,Launch Failure
